ID_investigadores,grado_rec,categoria,institucion_estudio,pais_rec,ofos4,ofos1_rec,ambito_trabajo,institución_trabaja,cargo,unidad1,unidad2,ciudad_trabaja,ciudad_trabaja_rec,region_trabaja,numero_publicaciones,numero_publicaciones_wos,Citaciones,impacto_autor,ofos_1
120152,"Ingeniero Agrónomo,Doctor en Geografía y Ordenamiento","1,4","Universidad de Chile,Universidad de Orleáns","ch,fr","Cultivation of Land, Horticulture,Human Geography, Regional Geography, Regional Planning","1,2",1,Universidad de La Serena,Profesor,Facultad de Ciencias,Departamento de Agronomía,La Serena,4,4,,,,,
120154,"Asistente Social,Máster en Gerencia y Políticas Públicas","1,3","Universidad de La Frontera,Universidad Adolfo Ibáñez","ch,ch","Sociology,Political Science","2,2",1,Universidad del Bío Bío,Profesor,Facultad de Ciencias Sociales,Departamento de Ciencias Sociales,Concepción,7,8,,,,,
120155,"Cartógrafo,Máster en Cartografía en Estaciones Ambientales","1,3","Universidad Tecnológica Metropolitana,Universidad Tecnológica Metropolitana","ch,ch","Geodesy, Surveying,Geodesy, Surveying","3,3",1,Universidad de Santiago de Chile,Profesor jornada parcial,Facultad de Ingeniería,#s.i.,Santiago,1,14,,,,,
120156,Ingeniero Agrónomo,1,Universidad Federal de Santa Catarina,bra,"Cultivation of Land, Horticulture",1,1,Universidad de Chile,#s.i.,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,,,,,
120157,"Ingeniero Civil Químico,Doctor en Metalurgia Extractiva","1,4","Pontificia Universidad Católica de Valparaíso,Missouri University – Rolla","ch,usa","Chemical Process Engineering,Metallurgy","3,3",1,Pontificia Universidad Católica de Valparaíso,#s.i.,Facultad de Ingeniería,Escuela de Ingeniería Química,Valparaíso,6,5,,,,,
120158,"Licenciado en Ciencias Biológicas,Doctor en Biología","1,4","Pontificia Universidad Católica de Chile,University of New Mexico","ch,usa","Biology,Biology","4,4",1,Universidad Austral de Chile,Director,Facultad de Ciencias Forestales y Recursos Naturales,Escuela de Ingeniería en conservación de Recursos Naturales,Valdivia,17,10,,,,,
120159,Ingeniero Civil Metalúrgico,1,Universidad de Concepción,ch,Metallurgy,3,1,Universidad Católica del Norte,Director,Facultad de Ingeniería y Ciencias Geológicas,Departamento de Ingeniería Metalúrgica y Minas,Antofagasta,10,2,,,,,
120160,Arquitecto,1,Universidad de Chile,ch,Architecture,3,1,Universidad de Chile,Profesor Titular,Facultad de Arquitectura y Urbanismo,Escuela de Arquitectura,Santiago,1,14,,,,,
120161,"Máster en Desarrollo Humano Local y Regional,Diplomado en Innovación y Territorio,Abogado,Máster en Derecho","3,2,1,3","Universidad de La Frontera,Universidad Politécnica de Valencia,,Vilnius University","ch,es,,li","Human Geography, Regional Geography, Regional Planning,Economics,Law,Law","2,2,2,2",1,Universidad de La Frontera,Docente,Facultad de Ciencias Jurídicas y Empresariales,Departamento de Ciencias Jurídicas,Temuco,13,9,,,,,
120162,"Máster en Turismo,Planificador Turístico,Licenciado en Geografia,Máster en Desarrollo Local","3,1,1,3","Universidad de Alicante,,,Universidad Politécnica de Madrid","es,,,","Economics,Economics,Human Geography, Regional Geography, Regional Planning,Human Geography, Regional Geography, Regional Planning","2,2,2,2",1,Universidad Academia de Humanismo Cristiano,Docente,"Facultad de Estado, Economía y Gestión",Escuela de Gobierno y Gestión Pública,Santiago,1,14,,,,,
120163,"Geógrafo,Máster en Ciencias Antárticas: mención Glaciología","1,3","Pontificia Universidad Católica de Valparaíso,Universidad de Magallanes","ch,ch","Human Geography, Regional Geography, Regional Planning,Interdisciplinary Geosciences not elsewhere classified","2,4",1,Centro de Estudios del Cuaternario Fuego-Patagonia y Antártica,Investigador,#s.i.,#s.i.,Punta Arenas,19,13,,,,,
120164,Licenciado en Ciencias Biológicas,1,Universidad Austral de Chile,ch,Biology,4,1,Pontificia Universidad Católica de Valparaíso,Investigador,Instituto de Geografía,Laboratorio de Dendrocronología y Estudios Ambientales,Valparaíso,6,5,,,,,
120165,Ingeniero Civil Ambiental,1,Universidad Técnica Federico Santa María,ch,Environmental Engineering,3,1,Pontificia Universidad Católica de Valparaíso,Investigador,Instituto de Geografía,Laboratorio de Dendrocronología y Estudios Ambientales,Valparaíso,6,5,,,,,
120166,"Máster en Ciencias,Licenciado en Ciencias Biológicas,Doctor en Ciencias Naturales","3,1,4","Universidad Austral de Chile,Universidad Austral de Chile,Universidad de Bremen","ch,ch,al","--,Biology,--","4,4,4",1,Universidad Austral de Chile,Profesor Titular,Facultad de Ciencias,Instituto de Ciencias Marinas y Limnológicas,Valdivia,17,10,,,,,
120167,"Abogado,Licenciado en Ciencias Jurídicas,Doctor en Ciencias Políticas","1,1,4","Universidad Católica de Valparaíso,Universidad Católica de Valparaíso,State University of New York","ch,ch,usa","Law,Law,Political Science","2,2,2",1,Universidad de Talca,Profesor Asociado,Facultad de Ciencias Jurídicas y Sociales,Escuela de Derecho,Talca,5,7,,,,,
120168,"Máster en Ingeniería,Licenciado en Ciencias de la Ingeniería,Doctor en Ingeniería","3,1,4","RWTH Aachen University,Universidad Católica del Norte,RWTH Aachen University","al,ch,al","--,--,--","3,3,3",1,Universidad Católica del Norte,Investigador,Centro de Investigación Tecnológica del Agua en el Desierto,#s.i.,Antofagasta,10,2,,,,,
120169,Ingeniero Civil Industrial,1,Universidad Católica de Valparaíso,ch,--,3,1,Universidad del Bío Bío,Académico,Facultad de Ingeniería,Departamento de Ingeniería Civil Industrial,Concepción,7,8,,,,,
120170,"Máster en Ingeniería Civil,Ingeniero Civil,Máster en Ingeniería","3,1,3","Universidad de Los Andes,Universidad Nacional de Colombia,Pontificia Universidad Católica de Chile","col,col,ch","Civil Engineering,Civil Engineering,--","3,3,3",1,Pontificia Universidad Católica de Valparaíso,Profesora,Facultad de Ingeniería,Escuela de Ingenieria Civil,Valparaíso,6,5,,,,,
120171,"Ingeniero Civil Químico,Postítulo en Fundamentos para la Certificación y Valorización de Activos Mineros","1,5","Pontificia Universidad Católica de Valparaíso,Pontificia Universidad Católica de Valparaíso","ch,ch","Chemical Process Engineering,Economics","3,2",1,Pontificia Universidad Católica de Valparaíso,Académico,Facultad de Ingeniería,Escuela de Ingeniería Química,Valparaíso,6,5,,,,,
120172,"Postítulo en Geomática,Ingeniero Forestal,Doctor Ingeniero de Montes","5,1,4","University College,Universidad de Chile,Universidad Politécnica de Madrid","in,ch,es","Geodesy, Surveying,Forestry and Wood Industry,Forestry and Wood Industry","3,1,1",1,Universidad de Chile,Profesor Asociado,Facultad de Ciencias Forestales y de la Conservación de la Naturaleza,Departamento Gestión Forestal y su Medio Ambiente,Santiago,1,14,,,,,
120173,"Máster en Recursos Hídricos y Ambientales,Bachiller en Ciencias: mención Geografía,Ingeniero Civil en Hidráulica y Medio Ambiente,Doctor en Glaciología","3,1,1,4","The University of Edinburgh,,The University of Edinburgh",",esc,,esc","Hydrology,Human Geography, Regional Geography, Regional Planning,Civil Engineering,Interdisciplinary Geosciences not elsewhere classified","4,2,3,4",1,Centro de Estudios Científicos,Investigador Asociado,Laboratorio de Glaciología,#s.i.,Valdivia,17,10,,,,,
120174,"Ingeniero Químico,Doctor en Ciencias de la Ingeniería: mención Ingeniería Química","1,4","Universidad Nacional de San Agustín,Universidad de Concepción","pe,ch","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Universidad Católica del Norte,Académico,Facultad de Ingeniería y Ciencias Geológicas,Departamento de Ingeniería Química,Antofagasta,10,2,,,,,
120175,"Diseñador Industrial,Máster en Arquitectura y Diseño Interior","1,3","Universidad Diego Portales,London Metropolitan University","ch,uk","Materials Engineering,Architecture","3,3",1,Universidad Diego Portales,Profesor Adjunto,"Facultad de Arquitectura, Arte y Diseño",Escuela de Diseño,Santiago,1,14,,,,,
120176,"Geógrafo,Doctor en Economía Pública","1,4","Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München","al,al","Human Geography, Regional Geography, Regional Planning,Economics","2,2",1,Pontificia Universidad Católica de Chile,Profesor Asociado,"Facultad de Historia, Geografía y Ciencias Políticas",Departamento de Geografía Humana,Santiago,1,14,,,,,
120177,"Profesor en Matemáticas y Física,Máster en Suelos: mención hidrometeorología","1,3","Universidad Católica del Norte,Pontificia Universidad Católica de Chile","ch,ch","Mathematics,Hydrology","4,4",1,Universidad Católica del Norte,Académico,#s.i.,#s.i.,Antofagasta,10,2,,,,,
120178,"Máster en Ciencias Aeronáuticas y Tecnología del espacio,Ingeniero Mecánico,Doctor en Ingeniería Mecánica","3,1,4","Universidad de Pisa,Universidad de Concepción,Escuela Normal Superior de Cachan","ita,ch,fr","Mechanical Engineering,Mechanical Engineering,Mechanical Engineering","3,3,3",1,Universidad de Talca,Académico,Facultad de Ingeniería,Escuela de Ingeniería Mecánica,Curicó,15,7,,,,,
120179,"Ingeniero Agrónomo ,Doctor en Ingeniería de Suelo, Agua y Ambiente","1,4","Universidad de Concepción,Washington State University","ch,usa","Cultivation of Land, Horticulture,Environmental Engineering","1,3",1,Universidad Católica de Temuco,Profesor,Facultad Técnica,#s.i.,Temuco,13,9,,,,,
120180,"Ingeniero Agrónomo,Doctor en Agricultura Intensiva en Zonas Semiáridas","1,4","Universidad de Chile,Universidad de Almería","ch,es","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture","1,1",1,Universidad Arturo Prat,Director,Centro de Investigación y Desarrollo en Recursos Hídricos,#s.i.,Iquique,12,1,,,,,
120181,"Máster en Agronomía y Horticultura,Ingeniero Agrónomo,Doctor en Ecología","3,1,4","University of California,Universidad de Chile,University of California","usa,ch,usa","Cultivation of Land, Horticulture,Cultivation of Land, Horticulture,Biology","1,1,4",1,Universidad de Chile,Profesor Asociado,Facultad de Ciencias Agronómicas,Departamento de Ciencias Ambientales y Recursos Renovables Naturales,Santiago,1,14,,,,,
120182,"Licenciado en Química,Doctor en Ciencias: mención Química","1,4","Universidad de Concepción,Universidad de Concepción","ch,ch","Chemistry,Chemistry","4,4",1,Universidad de Talca,Profesor Titular,Instituto de Química de los Recursos Naturales,#s.i.,Talca,5,7,,,,,
120183,Geólogo,1,Universidad de Atacama,ch,"Geology, Mineralogy",4,1,Universidad de Atacama,Ingeniero de Proyectos,Facultad de Ingeniería,Departamento de Geología,Copiapó,18,3,,,,,
120184,"Ingeniero civil informático ,Master of Business Administration","1,3",,#N/A,"Electrical Engineering, Electronics, Information Engineering,Economics","3,2",1,Universidad de Talca,#s.i.,Facultad de Ingeniería,Escuela de Ingeniería Industrial,Curicó,15,7,,,,,
120185,Arquitecto,1,Universidad Central de Chile,ch,Architecture,3,1,Universidad Diego Portales,Académico Externo,"Facultad de Arquitectura, Arte y Diseño",Escuela de Arquitectura,#s.i.,#N/A,14,,,,,
120186,"Ingeniero Civil Químico,Máster en Ingeniería Química","1,3","Pontificia Universidad Católica de Valparaíso,Manhattan College","ch,usa","Chemical Process Engineering,Chemical Process Engineering","3,3",1,Pontificia Universidad Católica de Valparaíso,Profesor,Escuela de Ingeniería Química,#s.i.,Valparaíso,6,5,,,,,
120187,Ingeniero Civil Ambiental,1,,#N/A,Environmental Engineering,3,1,Universidad Arturo Prat,Profesional,Centro de Investigación y Desarrollo en Recursos Hídricos,#s.i.,Iquique,12,1,,,,,
120188,"Máster en Hidrología Subterránea,Doctor en Hidrogeología","3,4","Universidad Politécnica de Cataluña,Universidad de Barcelona","es,es","Hydrology,Hydrology","4,4",1,Universidad Católica del Norte,Investigador,Centro de Investigación Tecnológica del Agua en el Desierto,#s.i.,Antofagasta,10,2,,,,,
120189,"Diploma en Recurso de Protección,Abogado,Máster en Derecho de Minería","2,1,3","Universidad Diego Portales,Universidad Gabriela Mistral,Universidad de Atacama","ch,ch,ch","Law,Law,Law","2,2,2",1,Universidad Gabriela Mistral,Profesor,Facultad de Derecho y Ciencias Sociales,Departamento de Derecho,Santiago,1,14,,,,,
120190,"Ingeniero Civil,Máster en Administración de Negocios","1,3","Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile","ch,ch","Civil Engineering,Economics","3,2",1,Universidad de Los Andes,Académico jornada parcial,Facultad de Ingeniería,#s.i.,Santiago,1,14,,,,,
120191,"Ingeniero de Ejecución en Meteorología,Doctor en Geografía","1,4","Universidad de Santiago de Chile,Universidad Pierre Mendès France","ch,fr","Meteorology, Climatology,Human Geography, Regional Geography, Regional Planning","4,2",1,Universidad de Santiago de Chile,Académico,Facultad de Ingeniería,Departamento de Ingeniería Geográfica,Santiago,1,14,,,,,
120192,Ingeniero Agrónomo,1,,#N/A,"Cultivation of Land, Horticulture",1,1,Universidad de La Serena,Investigador,Laboratorio de Prospección y Monitoreo de Recursos Agrícolas y Ambientales,#s.i.,La Serena,4,4,,,,,
120193,Geólogo,1,Universidad de Atacama,ch,"Geology, Mineralogy",4,1,Universidad de Atacama,Participante proyecto,Facultad de Ingeniería,Departamento de Geología,Copiapó,18,3,,,,,
120194,Ingeniero Forestal,1,Universidad de Talca,ch,Forestry and Wood Industry,1,1,Universidad de Talca,Investigador,Centro Tecnológico de Hidrología Ambiental,#s.i.,Talca,5,7,,,,,
120195,"Antropólogo,Licenciado en Antropología,Doctor en Antropología","1,1,4","Universidad de Chile,Universidad de Chile,University of Minnesota","ch,ch,usa","Sociology,Sociology,Sociology","2,2,2",1,Universidad Alberto Hurtado,Director Departamento de Antropología,Facultad de Ciencias Sociales,Departamento de Antropología,Santiago,1,14,,,,,
120196,"Máster en Administración General de Empresas,Diploma Internacional en Gerencia Pública,Administrador Público,Doctor en Ciencias Sociales","3,2,1,4","Universidad Europea de Madrid,Universidad Europea de Madrid,Universidad Academia de Humanismo Cristiano,","es,es,chi","Economics,Political Science,Political Science,Sociology","2,2,2,2",1,Universidad Academia de Humanismo Cristiano,Director de Escuela de Gobierno y Gestión Pública,Facultad de Ciencias Sociales,Escuela de Gobierno y Gestión Pública,Santiago,1,14,,,,,
120197,"Ingeniero Civil: mención Hidráulica,Máster de Hidrología General y Aplicada","1,3","Universidad de Chile,Centro de Estudios y Experimentación de Obras Públicas (CEDEX)","ch,es","Civil Engineering,Hydrology","3,4",1,Universidad Central,Profesor,Facultad de Ingeniería,#s.i.,La Serena,4,4,,,,,
120198,Ingeniero Civil,1,,#N/A,Civil Engineering,3,1,Universidad Central,#s.i.,Facultad de Ingeniería,#s.i.,La Serena,4,4,,,,,
120199,"Ingeniero Civil Mecánico,Doctor","1,4","Universidad de Chile,Escuela Nacional de Aeronáutica y Mecánica (ENSMA)","ch,fr","Mechanical Engineering,--",#N/A,1,Universidad de Chile,Profesor Asociado,Facultad de Ciencias Físicas y Matemáticas,Departamento de Ingeniería Civil,Santiago,1,14,,,,,
120200,"Ingeniero Civil en Geografía,Ingeniero de Ejecución en Geomesura,Licenciado en Ciencias de la Ingeniería,Máster en Economía Agraria","1,1,1,3","Universidad de Santiago de Chile,Universidad de Santiago de Chile,Universidad de Santiago de Chile,Pontificia Universidad Católica de Chile","ch,ch,ch,ch","Human Geography, Regional Geography, Regional Planning,Geodesy, Surveying,--,Economics","2,3,3,2",1,Universidad de Santiago de Chile,Decano,Facultad de Ingeniería,#s.i.,Santiago,1,14,,,,,
120201,"Máster en Ciencias,Ingeniero Civil Industrial,Doctor en Ingeniería","3,1,4","University of Michigan,Pontificia Universidad Católica de Chile,Pennsylvania State University","usa,ch,usa","--,--,--","4,3,3",1,Pontificia Universidad Católica de Chile,Profesor Asociado,Escuela de Ingeniería,"Departamento de Ingeniería Mecánica y Metalúrgica, Pontificia Universidad Católica de Chile",Santiago,1,14,,,,,
120202,"Máster en Gestión de Operaciones,Ingeniero Civil Electricista,Doctor en Sistemas de Ingeniería","3,1,4","Universidad de Chile,Universidad de Chile,Universidad de Chile","ch,ch,ch","Economics,Electrical Engineering, Electronics, Information Engineering,Mathematics","2,3,4",1,Universidad de Los Andes,Académico,Facultad de Ingeniería,#s.i.,Santiago,1,14,,,,,
